0.0,-6.1612296,-4.801642,-12.164479,14.456523282640303,0.0,0.0,0.0,0.0
10.0,-7.0995364,-7.156984,-9.435729,13.807925942465868,-0.0026633726,0.061257567,-0.013316862,0.06274489526561475
20.0,-5.5101595,-8.459125,-9.809137,14.076143724963675,-0.02130698,0.2903076,-0.026633725,0.29230437102762596
30.0,-2.2260852,-7.693159,-9.703817,12.58190029711049,-0.08256455,0.6818234,-0.0026633726,0.6868093965998637
40.0,0.18670394,-6.8410234,-8.392102,10.828750412626707,-0.2130698,1.1345967,0.05060408,1.1555384823689674
50.0,-0.36862057,-5.8548436,-6.7357035,8.932232439037865,-0.37020877,1.5074688,0.018643608,1.5523737631374768
60.0,-4.887813,-1.5845897,-6.9080453,8.609455865916683,-0.4660902,1.7365189,-0.111861646,1.8014580185058657
70.0,-5.2420716,-3.4803526,-7.587839,9.857356114586421,-0.32759482,1.7897863,-0.2423669,1.8355912072065863
80.0,-1.5845897,-8.870831,-7.042089,11.436502290115982,0.1065349,1.6619445,-0.25568378,1.68486895673027
90.0,-0.8473486,-9.971905,-6.132506,11.737313100492079,0.73509085,1.4169142,-0.17311922,1.6056072596524877
100.0,-1.0675635,-8.698488,-3.3367343,9.37748266335229,1.2491218,1.1159531,-0.08522792,1.6771763148167744
110.0,-0.05266008,-8.1623125,0.6558574,8.188789126654601,1.3716369,0.7830315,-0.015980236,1.5794877281500086
120.0,-0.09095833,-6.783576,4.121848,7.938186675852136,1.065349,0.42081288,-0.005326745,1.145460757069918
130.0,-1.0771381,-4.581427,6.2091026,7.791190855070062,0.46076345,0.098544784,-0.093218036,0.4803161808071913
140.0,-1.5941644,-3.2792869,7.4920936,8.332259550560096,-0.23970354,-0.15181224,-0.23171341,0.366327514222147
150.0,-0.8186249,-4.4186597,8.516571,9.62946944900627,-0.8043385,-0.36488205,-0.25035703,0.9180293979306291
160.0,-0.49308985,-6.2761245,7.9133744,10.11209032466822,-1.0573589,-0.5726251,-0.07723781,1.2049369393677065
170.0,-2.0633178,-7.788905,5.4718614,9.739896746045709,-0.8469525,-0.7883583,0.33292156,1.2040241324607965
180.0,-3.231414,-9.368708,2.034594,10.11703013603775,-0.8469525,-0.7883583,0.33292156,1.2040241324607965
190.0,-1.8048047,-10.594251,0.8856468,10.78331324364146,-0.76172453,-0.8043385,0.40216926,1.178526535923107
200.0,-0.78032666,-8.631466,-0.26330042,8.67066560978077,-0.76172453,-0.91620016,0.50337744,1.2934588667169513
210.0,-1.0867126,-6.5825105,-0.09095833,6.672230674624896,-0.74041754,-1.1825374,0.6818234,1.5528992191143542
220.0,-0.61755913,-5.672927,-1.6133134,5.930114682954699,-0.6045856,-1.4888252,0.8842397,1.8341221526764486
230.0,-0.2920241,-6.4197426,-3.6239712,7.377773402840794,-0.38352564,-1.6646079,1.014745,1.986886708472534
240.0,-1.4026731,-7.788905,-5.7208,9.765351277065696,-0.16246572,-1.6406375,1.0280617,1.9429352473997321
250.0,-3.2409887,-8.870831,-7.5399666,12.084980211535486,-0.093218036,-1.4781717,0.8895664,1.7277180200847437
260.0,-4.5910015,-9.636795,-7.329326,12.948518535311415,-0.23970354,-1.243795,0.65518963,1.4260986082221203
270.0,-3.8633351,-9.397431,-6.3144226,11.96281740502812,-0.52734774,-0.9614775,0.39417914,1.1652947336620454
280.0,-1.8718265,-8.439975,-6.5059137,10.819603759776738,-0.70313036,-0.636546,0.17311922,0.9641334853655577
290.0,-2.5228968,-7.0708127,-7.6261373,10.701372370886961,-0.50337744,-0.3196047,-0.0026633726,0.5962743537304368
300.0,-4.275041,-7.664436,-9.129343,12.6635089276798,0.037287217,0.0,-0.117188394,0.12297746232503061
310.0,-6.678256,-9.253813,-10.029352,15.192763401712309,0.6258925,0.30628785,-0.14382212,0.7115043716065045
320.0,-8.813383,-11.015532,-9.071896,16.77250613899214,0.89755654,0.60991234,-0.135832,1.0936412287423363
330.0,-8.200611,-12.059159,-11.465536,18.550791150996716,0.76172453,0.85760593,-0.23704016,1.1712814470603174
340.0,-8.487848,-11.130426,-14.242159,19.969202277353517,0.37287214,1.0413786,-0.3968425,1.1751540286840656
350.0,-7.549541,-11.082554,-15.027272,20.140443794404852,-0.013316862,1.1905276,-0.51669425,1.297885300463161
360.0,-5.9314404,-10.479357,-14.117689,18.555539632490405,-0.25035703,1.3396764,-0.52468437,1.4603784397578863
370.0,-3.4707782,-8.688913,-11.7336235,15.00737921407054,-0.2903076,1.4914886,-0.5140309,1.6040712305575866
380.0,0.4356425,-8.832532,-8.813383,12.485156219427903,-0.15713897,1.608677,-0.53800124,1.7035197916265012
390.0,-1.5654407,-7.6740103,-8.985725,11.91991159553407,0.13050525,1.651291,-0.54599136,1.744104398295358
